factory_id,factory_name,layout_id,layout_name,canvas_width,canvas_length,scale_ratio,layout_version_id,version_number,area_id,area_name,area_pos_x,area_pos_y,area_width,area_length,line_id,line_name,line_pos_x,line_pos_y,line_width,line_length,line_type,ws_id,ws_name,ws_sequence,ws_pos_x,ws_pos_y,ws_width,ws_length,machine_id,machine_name,machine_pos_x,machine_pos_y,machine_width,machine_length,flow_id,from_ws_id,to_ws_id,arrow_type,flow_label,detail
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,40,Engine Assembly,100,900,800,600,LN40,Engine Assembly Line,100,900,800,600,Straight,4003,Engine Assembly WC3,3,160,460,13.333333333333334,13.333333333333334,M4003,Engine Assembly WC3,,,,,F4003,4003,4004,AMBER_DASHED,INTRA,Process detail for Engine Assembly WC3
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,40,Engine Assembly,100,900,800,600,LN40,Engine Assembly Line,100,900,800,600,Straight,4004,Engine Assembly WC4,4,200,460,13.333333333333334,13.333333333333334,M4004,Engine Assembly WC4,,,,,F4004,4004,4005,AMBER_DASHED,INTRA,Process detail for Engine Assembly WC4
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,40,Engine Assembly,100,900,800,600,LN40,Engine Assembly Line,100,900,800,600,Straight,4005,Engine Assembly WC5,5,240,460,13.333333333333334,13.333333333333334,M4005,Engine Assembly WC5,,,,,F4005,4005,4006,AMBER_DASHED,INTRA,Process detail for Engine Assembly WC5
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,40,Engine Assembly,100,900,800,600,LN40,Engine Assembly Line,100,900,800,600,Straight,4006,Engine Assembly WC6,6,280,460,13.333333333333334,13.333333333333334,M4006,Engine Assembly WC6,,,,,F4006,4006,4007,AMBER_DASHED,INTRA,Process detail for Engine Assembly WC6
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,40,Engine Assembly,100,900,800,600,LN40,Engine Assembly Line,100,900,800,600,Straight,4007,Engine Assembly WC7,7,320,460,13.333333333333334,13.333333333333334,M4007,Engine Assembly WC7,,,,,F_INTER_40,4007,5001,RED_DASHED,INTER,Process detail for Engine Assembly WC7
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,50,Final Assembly,1100,900,800,600,LN50,Final Assembly Line,1100,900,800,600,Straight,5001,Final Assembly WC1,1,480,460,13.333333333333334,13.333333333333334,M5001,Final Assembly WC1,,,,,F5001,5001,5002,AMBER_DASHED,INTRA,Process detail for Final Assembly WC1
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,50,Final Assembly,1100,900,800,600,LN50,Final Assembly Line,1100,900,800,600,Straight,5002,Final Assembly WC2,2,520,460,13.333333333333334,13.333333333333334,M5002,Final Assembly WC2,,,,,F5002,5002,5003,AMBER_DASHED,INTRA,Process detail for Final Assembly WC2
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,50,Final Assembly,1100,900,800,600,LN50,Final Assembly Line,1100,900,800,600,Straight,5003,Final Assembly WC3,3,560,460,13.333333333333334,13.333333333333334,M5003,Final Assembly WC3,,,,,F5003,5003,5004,AMBER_DASHED,INTRA,Process detail for Final Assembly WC3
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,50,Final Assembly,1100,900,800,600,LN50,Final Assembly Line,1100,900,800,600,Straight,5004,Final Assembly WC4,4,600,460,13.333333333333334,13.333333333333334,M5004,Final Assembly WC4,,,,,F5004,5004,5005,AMBER_DASHED,INTRA,Process detail for Final Assembly WC4
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,50,Final Assembly,1100,900,800,600,LN50,Final Assembly Line,1100,900,800,600,Straight,5005,Final Assembly WC5,5,640,460,13.333333333333334,13.333333333333334,M5005,Final Assembly WC5,,,,,F5005,5005,5006,AMBER_DASHED,INTRA,Process detail for Final Assembly WC5
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,50,Final Assembly,1100,900,800,600,LN50,Final Assembly Line,1100,900,800,600,Straight,5006,Final Assembly WC6,6,680,460,13.333333333333334,13.333333333333334,M5006,Final Assembly WC6,,,,,F5006,5006,5007,AMBER_DASHED,INTRA,Process detail for Final Assembly WC6
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,50,Final Assembly,1100,900,800,600,LN50,Final Assembly Line,1100,900,800,600,Straight,5007,Final Assembly WC7,7,720,460,13.333333333333334,13.333333333333334,M5007,Final Assembly WC7,,,,,F_INTER_50,5007,6001,RED_DASHED,INTER,Process detail for Final Assembly WC7
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,60,Testing,2100,900,800,600,LN60,Testing Line,2100,900,800,600,Straight,6001,Testing WC1,1,880,460,13.333333333333334,13.333333333333334,M6001,Testing WC1,,,,,F6001,6001,6002,AMBER_DASHED,INTRA,Process detail for Testing WC1
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,60,Testing,2100,900,800,600,LN60,Testing Line,2100,900,800,600,Straight,6002,Testing WC2,2,920,460,13.333333333333334,13.333333333333334,M6002,Testing WC2,,,,,F6002,6002,6003,AMBER_DASHED,INTRA,Process detail for Testing WC2
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,60,Testing,2100,900,800,600,LN60,Testing Line,2100,900,800,600,Straight,6003,Testing WC3,3,960,460,13.333333333333334,13.333333333333334,M6003,Testing WC3,,,,,F6003,6003,6004,AMBER_DASHED,INTRA,Process detail for Testing WC3
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,60,Testing,2100,900,800,600,LN60,Testing Line,2100,900,800,600,Straight,6004,Testing WC4,4,1000,460,13.333333333333334,13.333333333333334,M6004,Testing WC4,,,,,F6004,6004,6005,AMBER_DASHED,INTRA,Process detail for Testing WC4
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,60,Testing,2100,900,800,600,LN60,Testing Line,2100,900,800,600,Straight,6005,Testing WC5,5,1040,460,13.333333333333334,13.333333333333334,M6005,Testing WC5,,,,,F6005,6005,6006,AMBER_DASHED,INTRA,Process detail for Testing WC5
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,60,Testing,2100,900,800,600,LN60,Testing Line,2100,900,800,600,Straight,6006,Testing WC6,6,1080,460,13.333333333333334,13.333333333333334,M6006,Testing WC6,,,,,F6006,6006,6007,AMBER_DASHED,INTRA,Process detail for Testing WC6
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,60,Testing,2100,900,800,600,LN60,Testing Line,2100,900,800,600,Straight,6007,Testing WC7,7,1120,460,13.333333333333334,13.333333333333334,M6007,Testing WC7,,,,,F_INTER_60,6007,7001,RED_DASHED,INTER,Process detail for Testing WC7
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,70,Quality Control,100,1700,800,600,LN70,Quality Control Line,100,1700,800,600,Straight,7001,Quality Control WC1,1,80,780,13.333333333333334,13.333333333333334,M7001,Quality Control WC1,,,,,F7001,7001,7002,AMBER_DASHED,INTRA,Process detail for Quality Control WC1
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,70,Quality Control,100,1700,800,600,LN70,Quality Control Line,100,1700,800,600,Straight,7002,Quality Control WC2,2,120,780,13.333333333333334,13.333333333333334,M7002,Quality Control WC2,,,,,F7002,7002,7003,AMBER_DASHED,INTRA,Process detail for Quality Control WC2
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,70,Quality Control,100,1700,800,600,LN70,Quality Control Line,100,1700,800,600,Straight,7003,Quality Control WC3,3,160,780,13.333333333333334,13.333333333333334,M7003,Quality Control WC3,,,,,F7003,7003,7004,AMBER_DASHED,INTRA,Process detail for Quality Control WC3
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,70,Quality Control,100,1700,800,600,LN70,Quality Control Line,100,1700,800,600,Straight,7004,Quality Control WC4,4,200,780,13.333333333333334,13.333333333333334,M7004,Quality Control WC4,,,,,F7004,7004,7005,AMBER_DASHED,INTRA,Process detail for Quality Control WC4
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,70,Quality Control,100,1700,800,600,LN70,Quality Control Line,100,1700,800,600,Straight,7005,Quality Control WC5,5,240,780,13.333333333333334,13.333333333333334,M7005,Quality Control WC5,,,,,F7005,7005,7006,AMBER_DASHED,INTRA,Process detail for Quality Control WC5
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,70,Quality Control,100,1700,800,600,LN70,Quality Control Line,100,1700,800,600,Straight,7006,Quality Control WC6,6,280,780,13.333333333333334,13.333333333333334,M7006,Quality Control WC6,,,,,F7006,7006,7007,AMBER_DASHED,INTRA,Process detail for Quality Control WC6
F001,Global Motors Plant,L001,Main Production Floor,5000,4000,1,V001,1,70,Quality Control,100,1700,800,600,LN70,Quality Control Line,100,1700,800,600,Straight,7007,Quality Control WC7,7,320,780,13.333333333333334,13.333333333333334,M7007,Quality Control WC7,,,,,,,,AMBER_DASHED,,Process detail for Quality Control WC7
