factory_code,factory_name,layout_name,canvas_width,canvas_length,area_code,area_name,area_x,area_y,area_width,area_length,area_type,line_code,line_name,line_type,takt_time_sec,capacity_per_shift,ws_code,ws_name,seq,ws_x,ws_y,ws_width,ws_length,max_operators,power_kw,from_ws,to_ws,distance,transport_type,transfer_time_sec,detail
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A03,Paint Shop,3200,100,1100,850,Production,L30,Paint Line,Straight,90,120,W16,W16,2,3350,440,90,90,2,15.5,W16,W17,10,Conveyor,15,Station W16 in Paint Shop
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A03,Paint Shop,3200,100,1100,850,Production,L30,Paint Line,Straight,90,120,W17,W17,3,3350,600,90,90,2,15.5,W17,W18,10,Conveyor,15,Station W17 in Paint Shop
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A03,Paint Shop,3200,100,1100,850,Production,L30,Paint Line,Straight,90,120,W18,W18,4,3350,760,90,90,2,15.5,W18,W19,10,Conveyor,15,Station W18 in Paint Shop
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A03,Paint Shop,3200,100,1100,850,Production,L30,Paint Line,Straight,90,120,W19,W19,5,3590,760,90,90,2,15.5,W19,W20,10,Conveyor,15,Station W19 in Paint Shop
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A03,Paint Shop,3200,100,1100,850,Production,L30,Paint Line,Straight,90,120,W20,W20,6,3830,760,90,90,2,15.5,W20,W21,10,Conveyor,15,Station W20 in Paint Shop
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A03,Paint Shop,3200,100,1100,850,Production,L30,Paint Line,Straight,90,120,W21,W21,7,4070,760,90,90,2,15.5,W21,W22,10,Inter-Area,15,Station W21 in Paint Shop
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A04,Engine,100,1100,1400,750,Production,L40,Engine Line,Straight,90,120,W22,W22,1,250,1530,90,90,2,15.5,W22,W23,10,Conveyor,15,Station W22 in Engine
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A04,Engine,100,1100,1400,750,Production,L40,Engine Line,Straight,90,120,W23,W23,2,470,1530,90,90,2,15.5,W23,W24,10,Conveyor,15,Station W23 in Engine
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A04,Engine,100,1100,1400,750,Production,L40,Engine Line,Straight,90,120,W24,W24,3,690,1530,90,90,2,15.5,W24,W25,10,Conveyor,15,Station W24 in Engine
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A04,Engine,100,1100,1400,750,Production,L40,Engine Line,Straight,90,120,W25,W25,4,910,1530,90,90,2,15.5,W25,W26,10,Conveyor,15,Station W25 in Engine
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A04,Engine,100,1100,1400,750,Production,L40,Engine Line,Straight,90,120,W26,W26,5,1130,1530,90,90,2,15.5,W26,W27,10,Conveyor,15,Station W26 in Engine
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A04,Engine,100,1100,1400,750,Production,L40,Engine Line,Straight,90,120,W27,W27,6,1350,1530,90,90,2,15.5,W27,W28,10,Conveyor,15,Station W27 in Engine
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A04,Engine,100,1100,1400,750,Production,L40,Engine Line,Straight,90,120,W28,W28,7,1570,1530,90,90,2,15.5,W28,W29,10,Inter-Area,15,Station W28 in Engine
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A05,Chassis,1800,1100,1100,850,Production,L50,Chassis Line,Straight,90,120,W29,W29,1,1950,1280,90,90,2,15.5,W29,W30,10,Conveyor,15,Station W29 in Chassis
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A05,Chassis,1800,1100,1100,850,Production,L50,Chassis Line,Straight,90,120,W30,W30,2,1950,1440,90,90,2,15.5,W30,W31,10,Conveyor,15,Station W30 in Chassis
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A05,Chassis,1800,1100,1100,850,Production,L50,Chassis Line,Straight,90,120,W31,W31,3,1950,1600,90,90,2,15.5,W31,W32,10,Conveyor,15,Station W31 in Chassis
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A05,Chassis,1800,1100,1100,850,Production,L50,Chassis Line,Straight,90,120,W32,W32,4,1950,1760,90,90,2,15.5,W32,W33,10,Conveyor,15,Station W32 in Chassis
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A05,Chassis,1800,1100,1100,850,Production,L50,Chassis Line,Straight,90,120,W33,W33,5,2190,1760,90,90,2,15.5,W33,W34,10,Conveyor,15,Station W33 in Chassis
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A05,Chassis,1800,1100,1100,850,Production,L50,Chassis Line,Straight,90,120,W34,W34,6,2430,1760,90,90,2,15.5,W34,W35,10,Conveyor,15,Station W34 in Chassis
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A05,Chassis,1800,1100,1100,850,Production,L50,Chassis Line,Straight,90,120,W35,W35,7,2670,1760,90,90,2,15.5,W35,W36,10,Inter-Area,15,Station W35 in Chassis
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,3200,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W36,W36,1,3350,1280,90,90,2,15.5,W36,W37,10,Conveyor,15,Station W36 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,3200,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W37,W37,2,3350,1440,90,90,2,15.5,W37,W38,10,Conveyor,15,Station W37 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,3200,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W38,W38,3,3350,1600,90,90,2,15.5,W38,W39,10,Conveyor,15,Station W38 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,3200,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W39,W39,4,3350,1760,90,90,2,15.5,W39,W40,10,Conveyor,15,Station W39 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,3200,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W40,W40,5,3590,1760,90,90,2,15.5,W40,W41,10,Conveyor,15,Station W40 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,3200,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W41,W41,6,3830,1760,90,90,2,15.5,W41,W42,10,Conveyor,15,Station W41 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A06,Final Assembly,3200,1100,1100,850,Production,L60,Assembly Line,Straight,90,120,W42,W42,7,4070,1760,90,90,2,15.5,W42,W43,10,Inter-Area,15,Station W42 in Final Assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W43,W43,1,1150,2530,90,90,2,15.5,W43,W44,10,Conveyor,15,Station W43 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W44,W44,2,1370,2530,90,90,2,15.5,W44,W45,10,Conveyor,15,Station W44 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W45,W45,3,1590,2530,90,90,2,15.5,W45,W46,10,Conveyor,15,Station W45 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W46,W46,4,1810,2530,90,90,2,15.5,W46,W47,10,Conveyor,15,Station W46 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W47,W47,5,2030,2530,90,90,2,15.5,W47,W48,10,Conveyor,15,Station W47 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W48,W48,6,2250,2530,90,90,2,15.5,W48,W49,10,Conveyor,15,Station W48 in Testing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,Main Floor Layout V1,5000,3500,A07,Testing,1000,2100,2500,600,Production,L70,Testing Line,Straight,90,120,W49,W49,7,2470,2530,90,90,2,15.5,,,10,Conveyor,15,Station W49 in Testing
