factory_code,factory_name,layout_name,canvas_width,canvas_length,area_code,area_name,area_x,area_y,area_width,area_length,area_type,line_code,line_name,line_type,takt_time_sec,capacity_per_shift,ws_code,ws_name,seq,ws_x,ws_y,ws_width,ws_length,max_operators,power_kw,from_ws,to_ws,distance,transport_type,transfer_time_sec,detail
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A02,Main Framing Assembly,650,10,600,300,Production,L02,Main Framing Line,Straight,120,100,WS-MF-02,Side Panel Sub-Assembly Left,2,600,400,100,80,2,18.0,WS-MF-02,WS-MF-03,5.0,Conveyor,15,w11: Side panel sub-assembly left
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A02,Main Framing Assembly,650,10,600,300,Production,L02,Main Framing Line,Straight,120,100,WS-MF-03,Side Panel Sub-Assembly Right,3,600,300,100,80,2,18.0,WS-MF-03,WS-MF-04,5.0,Conveyor,15,w12: Side panel sub-assembly right
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A02,Main Framing Assembly,650,10,600,300,Production,L02,Main Framing Line,Straight,120,100,WS-MF-04,Roof and Structure Framing,4,600,200,100,80,2,15.0,WS-MF-04,WS-MF-05,5.0,Conveyor,15,w13: Roof and structure framing
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A02,Main Framing Assembly,650,10,600,300,Production,L02,Main Framing Line,Straight,120,100,WS-MF-05,Spot Welding Robotic Cell 1,5,750,120,100,80,1,30.0,WS-MF-05,WS-MF-06,5.0,Conveyor,15,w14: Spot welding robotic cell 1
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A02,Main Framing Assembly,650,10,600,300,Production,L02,Main Framing Line,Straight,120,100,WS-MF-06,Spot Welding Robotic Cell 2,6,900,200,100,80,1,30.0,WS-MF-06,WS-MF-07,5.0,Conveyor,15,w15: Spot welding robotic cell 2
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A02,Main Framing Assembly,650,10,600,300,Production,L02,Main Framing Line,Straight,120,100,WS-MF-07,Dimensional Measurement and Laser Scanning,7,900,300,100,80,1,10.0,WS-MF-07,WS-MF-08,5.0,Conveyor,15,w16: Dimensional measurement and laser scanning
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A02,Main Framing Assembly,650,10,600,300,Production,L02,Main Framing Line,Straight,120,100,WS-MF-08,Hemming and Closure Panels,8,900,400,100,80,2,12.0,WS-MF-08,WS-MF-09,5.0,Conveyor,15,w17: Hemming and closure panels
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A02,Main Framing Assembly,650,10,600,300,Production,L02,Main Framing Line,Straight,120,100,WS-MF-09,Framing Inspection,9,900,500,100,80,2,5.0,,,0,,,w18: Framing inspection
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A03,Engine Assembly,10,650,1200,300,Production,L03,Engine Line,Straight,60,150,WS-EA-01,Engine Block Machining,1,200,700,100,80,2,22.0,WS-EA-01,WS-EA-02,5.0,Conveyor,10,w19: Engine block machining
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A03,Engine Assembly,10,650,1200,300,Production,L03,Engine Line,Straight,60,150,WS-EA-02,Cylinder Head Assembly,2,300,700,100,80,2,18.0,WS-EA-02,WS-EA-03,5.0,Conveyor,10,w20: Cylinder head assembly
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A03,Engine Assembly,10,650,1200,300,Production,L03,Engine Line,Straight,60,150,WS-EA-03,Crankshaft Installation,3,400,700,100,80,2,15.0,WS-EA-03,WS-EA-04,5.0,Conveyor,10,w21: Crankshaft installation
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A03,Engine Assembly,10,650,1200,300,Production,L03,Engine Line,Straight,60,150,WS-EA-04,Piston and Connecting Rod Fitting,4,500,700,100,80,2,15.0,WS-EA-04,WS-EA-05,5.0,Conveyor,10,w22: Piston and connecting rod fitting
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A03,Engine Assembly,10,650,1200,300,Production,L03,Engine Line,Straight,60,150,WS-EA-05,Timing Belt and Chain Attachment,5,600,700,100,80,1,12.0,WS-EA-05,WS-EA-06,5.0,Conveyor,10,w23: Timing belt and chain attachment
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A03,Engine Assembly,10,650,1200,300,Production,L03,Engine Line,Straight,60,150,WS-EA-06,Oil Pan and Pump Integration,6,700,700,100,80,1,10.0,WS-EA-06,WS-EA-07,5.0,Conveyor,10,w24: Oil pan and pump integration
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A03,Engine Assembly,10,650,1200,300,Production,L03,Engine Line,Straight,60,150,WS-EA-07,Intake and Exhaust Manifold,7,800,700,100,80,2,12.0,WS-EA-07,WS-EA-08,5.0,Conveyor,10,w25: Intake and exhaust manifold
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A03,Engine Assembly,10,650,1200,300,Production,L03,Engine Line,Straight,60,150,WS-EA-08,Wiring Harness and Sensors,8,900,700,100,80,2,10.0,WS-EA-08,WS-EA-09,5.0,Conveyor,10,w26: Wiring harness and sensors
PUNE-SUV-101,Pune Compact SUV Manufacturing Plant,SUV_Main_Assembly_Floor,1600,1000,A03,Engine Assembly,10,650,1200,300,Production,L03,Engine Line,Straight,60,150,WS-EA-09,Final Engine Dyno Test,9,1000,700,100,80,1,5.0,,,0,,,w27: Final engine dyno test
